## Site Characteristics
        Country='China'
        Station='Unknown'
        Description=''
        Source='NASA/POWER Source Native Resolution Daily Data'
        Contact='Herman Berghuijs (herman.berghuijs@wur.nl)'
        Longitude=127.0958328;Latitude=45.83750153;Elevation=139.04;AngstromA=0.29;AngstromB=0.49;HasSunshine=False
## Daily weather observations (missing values are NaN)
DAY,IRRAD,TMIN,TMAX,VAP,WIND,RAIN,SNOWDEPTH
19890304,16260.000000000002,-10.02,-2.4,0.28255377504240514, 3.9, 0.12,0
19890305,14830.0,-9.45,-4.03,0.28390304516512826, 1.37, 0.3,0
19890306,12710.0,-17.22,-6.5,0.20147650888287877, 3.36, 0.02,0
19890307,14370.0,-15.37,-6.12,0.1960622621170073, 2.47, 0.01,0
19890308,16040.0,-12.83,-3.87,0.24149582051697027, 2.11, 0.03,0
19890309,16940.0,-14.05,1.45,0.29889159080469674, 4.01, 0.05,0
19890310,17190.0,-7.37,0.52,0.31556823318940475, 4.69, 0.07,0
19890311,17110.0,-12.26,2.89,0.30508124054091657, 3.05, 0.0,0
19890312,17380.0,-6.81,9.2,0.41011252344211035, 5.79, 0.0,0
19890313,17250.0,-7.09,2.73,0.25550509453303044, 5.48, 0.0,0
19890314,15020.0,-9.9,-1.51,0.18920208067931657, 3.17, 0.0,0
19890315,17270.0,-11.21,0.51,0.23839136776476258, 2.16, 0.02,0
19890316,12650.0,-9.79,-1.06,0.2984201199726861, 3.43, 0.21999999999999997,0
19890317,17100.0,-13.38,2.01,0.2488130997403932, 2.45, 0.0,0
19890318,16860.0,-10.69,5.33,0.27392163715708867, 1.84, 0.0,0
19890319,15180.0,-5.03,7.46,0.38430877715852385, 2.14, 0.33,0
19890320,10110.0,-4.39,1.5,0.38254300415662823, 3.07, 0.6,0
19890321,17700.0,-6.86,4.17,0.3188011496670485, 1.8, 0.0,0
19890322,17750.0,-4.5,8.64,0.35635462087724906, 3.07, 0.0,0
19890323,15110.0,-1.66,5.48,0.480204257130153, 1.7, 1.0,0
19890324,16290.0,-3.97,4.11,0.390845308957351, 3.71, 0.08,0
19890325,19400.0,-4.19,8.09,0.3822494095480682, 2.34, 0.0,0
19890326,14620.0,-2.51,9.74,0.46532273586403944, 3.13, 0.0,0
19890327,19900.0,-3.77,9.57,0.42374225018761624, 2.49, 0.0,0
19890328,17980.0,-2.78,10.83,0.4823642421709419, 1.71, 0.0,0
19890329,20690.0,-2.07,14.75,0.48999211928533737, 3.88, 0.0,0
19890330,14190.0,-2.54,9.71,0.5044420661433412, 6.21, 1.11,0
19890331,12750.0,-4.2,4.74,0.42729279226419437, 4.13, 0.75,0
19890401,17140.0,-3.18,8.63,0.4618403246180142, 4.73, 0.05,0
19890402,10350.0,-1.34,11.63,0.45221210383838967, 5.62, 0.08,0
19890403,19600.0,-5.36,3.45,0.2598465642711588, 5.73, 0.0,0
19890404,16050.0,-4.76,7.62,0.34466972205292135, 2.8, 0.10999999999999999,0
19890405,20660.0,-5.42,8.57,0.34789589840351215, 3.89, 0.0,0
19890406,18640.0,-2.7,14.77,0.46918024096527233, 4.14, 0.18,0
19890407,15220.0,0.58,12.41,0.5795260463923498, 4.46, 0.01,0
19890408,20760.0,-0.62,17.61,0.5549635165178531, 6.78, 0.0,0
19890409,21200.0,-5.11,5.72,0.2834526533150725, 4.55, 0.0,0
19890410,21080.0,-4.92,9.49,0.3438673403580945, 2.95, 0.0,0
19890411,22470.0,0.6,16.49,0.5246835586109778, 1.7, 0.0,0
19890412,22230.0,0.97,22.87,0.5825031206173542, 5.08, 0.0,0
19890413,21770.0,3.57,23.2,0.6215512840158692, 5.62, 0.0,0
19890414,14420.0,1.34,15.89,0.6412330280971358, 5.02, 0.06,0
19890415,20110.0,-1.06,13.95,0.4684767763646058, 3.08, 0.0,0
19890416,18360.0,-0.37,16.0,0.5344785351789325, 2.6, 0.0,0
19890417,16000.0,3.52,15.61,0.7438969752970023, 2.4, 0.8999999999999999,0
19890418,20320.0,1.93,19.93,0.7497371868774412, 4.2, 0.29,0
19890419,24470.0,-2.29,14.25,0.38254300415662823, 3.05, 0.0,0
19890420,15820.0,0.56,14.4,0.4094881549252156, 3.12, 0.0,0
19890421,10530.0,1.57,19.44,0.67590997623516, 5.89, 5.91,0
19890422,18650.0,0.87,9.54,0.44176014805331454, 6.44, 0.0,0
19890423,17570.0,-2.09,10.78,0.5460431833347984, 3.05, 0.02,0
19890424,24960.0,0.04,12.07,0.5281912888382774, 1.99, 0.0,0
19890425,23970.0,-0.64,14.13,0.5135207241488322, 3.87, 0.0,0
19890426,23490.0,-1.18,14.25,0.5093418710564674, 4.96, 0.07,0
19890427,27240.0,-1.77,14.5,0.4820036481459858, 3.17, 0.0,0
19890428,26350.0,1.95,19.5,0.5448366585391152, 4.76, 0.0,0
19890429,24440.0,3.89,20.45,0.6783446127607213, 3.88, 0.0,0
19890430,23490.0,3.36,19.58,0.7142726485712347, 3.84, 0.21999999999999997,0
19890501,22630.0,3.43,20.26,0.7718634461570982, 4.6, 1.6999999999999997,0
19890502,12520.0,4.48,15.79,0.8554076180316992, 4.35, 0.43999999999999995,0
19890503,21340.0,2.48,23.02,0.9101594143504012, 2.76, 0.0,0
19890504,25900.0,7.3,18.12,0.6215512840158692, 4.46, 0.0,0
19890505,24940.0,1.75,20.43,0.6170514182689355, 2.07, 0.0,0
19890506,21750.0,5.7,27.99,0.7823110623455215, 5.57, 2.0,0
19890507,27680.0,2.72,19.43,0.5274100044554756, 3.22, 0.0,0
19890508,19210.0,4.51,15.14,0.6614636135223457, 5.87, 1.14,0
19890509,17980.0,1.18,16.82,0.5774078127011572, 3.18, 0.03,0
19890510,28480.0,1.49,19.12,0.5512988236078016, 2.53, 0.0,0
19890511,18060.0,6.66,15.81,0.7328589122008782, 4.81, 0.08,0
19890512,20290.0,4.8,13.88,0.7229969665626075, 5.61, 0.16,0
19890513,10520.0,2.77,12.71,0.5376469266839089, 5.34, 0.73,0
19890514,22130.0,3.24,16.88,0.628355482997915, 2.98, 0.19,0
19890515,26240.0,4.99,21.51,0.6852028636223406, 3.6, 0.12,0
19890516,16860.0,3.48,16.17,0.663373893488179, 3.36, 0.09,0
19890517,29570.0,3.99,22.39,0.673967828900461, 2.65, 0.0,0
19890518,19010.0,11.27,24.79,1.3516048407013632, 5.77, 13.05,0
19890519,19170.0,8.76,19.03,0.8975936439035235, 6.13, 3.31,0
19890520,20230.0,5.14,24.55,0.67590997623516, 5.78, 0.33,0
19890521,27030.0,3.72,20.81,0.6827464889939947, 4.15, 3.42,0
19890522,25660.0,6.34,19.55,0.7823110623455215, 3.5, 0.22999999999999998,0
19890523,19000.0,4.96,16.7,0.8138336812283845, 3.03, 0.8299999999999998,0
19890524,23620.0,7.08,22.41,0.866240546166533, 2.34, 0.25,0
19890525,24910.0,9.3,25.16,0.8932318968790209, 2.22, 0.0,0
19890526,26340.0,8.25,21.6,0.8364437826178917, 3.49, 0.04,0
19890527,25110.0,7.71,22.65,0.7193932697416816, 2.77, 0.09,0
19890528,31820.0,6.89,23.28,0.759920212735866, 2.77, 0.01,0
19890529,31530.0,6.7,26.64,0.8602074134922596, 1.35, 0.0,0
19890530,24070.0,11.81,32.42,1.0268954937465737, 4.0, 0.02,0
19890531,32060.000000000004,9.51,26.72,0.972658888306342, 3.19, 0.0,0
19890601,24230.0,11.32,29.72,1.424914988039446, 4.77, 2.07,0
19890602,19500.0,12.82,25.59,1.2091645450266588, 4.4, 4.43,0
19890603,11100.0,9.9,22.92,1.5923910810418223, 3.53, 16.52,0
19890604,20300.0,17.61,28.17,1.5535269659257018, 5.75, 1.4,0
19890605,14290.0,12.94,21.4,1.479256953260303, 2.21, 3.57,0
19890606,27870.0,10.86,23.84,1.2428529186492732, 3.01, 0.65,0
19890607,28940.0,11.58,31.39,1.2156740990931263, 2.95, 0.0,0
19890608,18810.0,15.38,26.58,1.386918720686833, 3.34, 0.4099999999999999,0
19890609,13490.0,11.96,21.25,1.069849783481706, 3.34, 2.5300000000000002,0
19890610,10530.0,10.05,19.83,1.069849783481706, 1.73, 0.57,0
19890611,20140.0,9.55,22.35,1.1174036087713535, 1.16, 0.01,0
19890612,12990.0,11.5,20.81,1.4850816362600445, 4.42, 4.05,0
19890613,10860.0,13.2,26.04,1.7152525925046267, 2.47, 2.2,0
19890614,11170.0,13.83,24.04,1.6716072601408933, 3.14, 14.12,0
19890615,19880.0,12.28,23.03,1.1211958915675988, 4.12, 8.01,0
19890616,9850.0,11.66,17.07,1.3924229442170237, 3.77, 8.05,0
19890617,15830.0,11.28,20.63,1.2910581945149546, 3.64, 0.6,0
19890618,23220.0,10.86,23.75,1.3942619445168092, 2.97, 0.53,0
19890619,28380.0,12.38,23.66,1.4286704273349748, 1.25, 0.26,0
19890620,24520.0,11.8,25.81,1.3741497976122083, 1.97, 0.3,0
19890621,18190.0,12.68,25.91,1.442830853880853, 3.44, 3.2799999999999994,0
19890622,30750.0,10.41,28.19,1.0764274866298569, 1.44, 0.0,0
19890623,19420.0,15.15,34.24,1.415564293531423, 4.43, 0.19,0
19890624,19860.0,19.55,30.46,1.8229374872543513, 4.23, 5.67,0
19890625,28900.0,17.02,26.44,1.4146321949057397, 4.37, 1.9,0
19890626,27640.0,13.7,29.96,1.2697168912941839, 3.95, 0.48,0
19890627,23230.0,14.86,27.22,1.4286704273349748, 2.8, 0.8799999999999999,0
19890628,22120.0,15.92,28.52,1.1810442703473178, 2.15, 0.33,0
19890629,13870.0,13.72,26.37,1.1930245868116587, 1.5, 0.14,0
19890630,18320.0,14.31,26.35,1.580027067684672, 1.94, 10.1,0
19890701,17750.0,16.96,23.16,1.8113299678781154, 2.24, 3.3,0
19890702,19820.0,16.07,23.91,1.6716072601408933, 1.18, 1.03,0
19890703,25800.0,15.57,27.52,1.5384165520888633, 0.77, 1.0,0
19890704,25420.0,16.02,29.67,1.5759244907631798, 1.0, 0.79,0
19890705,27080.0,17.45,31.7,1.5944599817193499, 1.27, 0.03,0
19890706,24080.0,17.31,32.6,1.8020906428312817, 2.94, 0.3,0
19890707,23710.0,19.75,32.53,1.8241018165750789, 4.7, 0.8999999999999999,0
19890708,9330.0,17.39,24.56,1.8927580444167622, 4.53, 7.38,0
19890709,14370.0,16.66,25.86,1.7374475675947112, 3.08, 10.08,0
19890710,22380.0,15.15,26.89,1.6352776809588367, 2.46, 15.06,0
19890711,22340.0,14.06,24.66,1.6954900765489278, 1.36, 10.05,0
19890712,16340.0,14.57,24.5,1.71635640770194, 0.84, 6.12,0
19890713,25310.0,16.19,26.1,1.7860211842863394, 0.72, 1.85,0
19890714,24090.0,15.89,29.05,1.9401866708932554, 1.74, 1.87,0
19890715,14150.0,18.82,22.45,2.205632108485773, 1.84, 7.52,0
19890716,19880.0,18.03,27.14,2.1297773032821605, 1.71, 3.17,0
19890717,23000.0,18.55,29.76,2.0900878010879693, 1.28, 0.8899999999999999,0
19890718,10370.0,19.34,24.47,2.344077391935533, 2.46, 16.26,0
19890719,17170.0,20.25,28.41,2.6118719061836697, 4.12, 9.27,0
19890720,12170.0,20.06,26.85,2.4581280349513706, 2.5, 16.44,0
19890721,19920.0,19.83,29.3,2.364462869664661, 2.43, 4.67,0
19890722,18650.0,19.24,29.92,2.3080567739095703, 1.31, 2.66,0
19890723,8820.0,20.37,29.24,2.6055009597054024, 4.42, 13.48,0
19890724,14990.0,16.69,26.1,2.1244475498095214, 1.61, 11.51,0
19890725,24190.0,14.58,24.79,1.6268308904476887, 2.4, 3.39,0
19890726,25840.0,12.48,25.16,1.458071013320794, 1.28, 0.1,0
19890727,23270.0,15.59,24.42,1.543438960847215, 1.64, 0.73,0
19890728,26040.0,13.72,27.19,1.5913575142475944, 3.21, 0.0,0
19890729,18380.0,17.81,27.07,1.893961355902863, 3.81, 0.48,0
19890730,26010.0,15.92,29.3,1.6458902519949117, 1.48, 0.02,0
19890731,27060.0,17.1,29.01,1.5954953161735252, 1.31, 0.0,0
19890801,26960.0,17.09,30.85,1.7712121489681465, 1.4, 0.0,0
19890802,27630.0,19.71,32.03,1.9475750124611786, 1.2, 0.0,0
19890803,26980.0,18.98,33.49,2.030487794861292, 1.37, 0.0,0
19890804,26940.0,20.48,35.47,2.1878154498487823, 1.38, 0.0,0
19890805,24340.0,21.42,36.15,2.3080567739095703, 2.03, 0.0,0
19890806,24780.0,23.58,34.1,2.567559598948053, 1.85, 0.05,0
19890807,25770.0,18.4,31.2,1.6791741295370017, 3.12, 0.0,0
19890808,22930.0,15.91,29.26,1.3031465077287292, 2.83, 0.0,0
19890809,26560.0,14.69,31.3,1.231257948649212, 2.28, 0.0,0
19890810,18510.0,16.93,31.09,1.6152790573593216, 2.85, 1.11,0
19890811,15250.0,18.73,27.71,1.9389576704129323, 2.8, 2.4,0
19890812,12170.0,14.02,23.99,1.807860367414175, 2.67, 5.940000000000001,0
19890813,25900.0,11.45,27.29,1.0852531214737666, 2.67, 0.0,0
19890814,25940.0,13.59,29.33,1.2018779550560699, 1.5, 0.0,0
19890815,24820.0,14.84,33.21,1.713046829288963, 2.87, 0.98,0
19890816,14260.0,16.49,25.08,1.79633706350104, 2.39, 2.1,0
19890817,25630.0,13.13,26.92,1.0756948770378416, 2.41, 0.0,0
19890818,23900.0,11.74,26.9,1.019886083412995, 1.09, 0.0,0
19890819,18790.0,13.24,25.55,1.1770744153537238, 2.54, 0.17,0
19890820,9590.0,12.68,22.69,1.241190638946665, 2.12, 0.55,0
19890821,16350.000000000002,12.81,21.99,1.2807753432144617, 1.25, 0.39,0
19890822,24290.0,10.63,26.78,1.2067313769221037, 1.29, 0.17,0
19890823,23240.0,11.98,28.78,1.2238543651141258, 1.88, 0.1,0
19890824,22250.0,15.51,30.52,1.3623855321883485, 1.17, 0.0,0
19890825,20820.0,16.6,30.79,1.6490857808992645, 2.01, 1.0,0
19890826,8570.0,16.82,23.25,1.925483602466027, 1.29, 3.96,0
19890827,22600.0,15.51,27.05,1.638455131430802, 0.86, 0.67,0
19890828,13360.0,14.15,26.53,1.6342197326422256, 2.86, 2.91,0
19890829,22200.0,13.07,28.43,1.4744183816906042, 1.56, 0.08,0
19890830,19490.0,13.58,26.9,1.3426782609134849, 1.93, 0.0,0
19890831,20650.0,15.32,27.96,1.479256953260303, 1.85, 0.31,0
19890901,6350.0,15.54,20.39,1.7757572681650058, 1.55, 8.09,0
19890902,14670.0,13.89,23.12,1.5204544417726478, 3.36, 0.45999999999999996,0
19890903,17710.0,10.72,23.54,1.2731105174240795, 2.58, 0.04,0
19890904,17240.0,9.89,22.47,1.2953640863937457, 1.77, 3.76,0
19890905,13300.0,11.16,24.28,1.2663312198754275, 1.55, 1.21,0
19890906,19750.0,11.5,26.17,1.4007152573254258, 2.21, 1.73,0
19890907,15910.0,11.14,22.46,1.2654860430793122, 2.81, 4.63,0
19890908,22720.0,8.15,24.75,1.030416080426382, 2.55, 0.0,0
19890909,18950.0,10.66,25.44,1.121955705718084, 2.12, 0.01,0
19890910,6500.0,11.66,18.44,1.2859077343939753, 2.14, 4.05,0
19890911,7300.0,10.84,18.2,1.2927790392434728, 2.36, 1.51,0
19890912,21340.0,9.0,22.04,0.9970530390109288, 2.56, 0.12,0
19890913,21530.0,8.95,25.22,1.069849783481706, 3.36, 0.0,0
19890914,12780.0,7.51,21.56,0.9216009178941873, 4.36, 0.01,0
19890915,20600.0,4.23,16.66,0.4570037465229062, 4.79, 0.0,0
19890916,19640.0,1.88,19.42,0.5825031206173542, 2.85, 0.13,0
19890917,19170.0,5.6,19.09,0.7912056469972422, 2.97, 0.59,0
19890918,12600.0,2.53,15.92,0.7107073924426341, 2.24, 2.47,0
19890919,11120.0,3.81,13.5,0.6976022222573911, 3.29, 1.14,0
19890920,19390.0,1.86,18.16,0.645421488020419, 2.38, 0.0,0
19890921,8880.0,5.35,15.16,0.880872548861143, 2.02, 0.35,0
19890922,14470.0,5.45,19.51,1.0066842000022007, 1.89, 0.0,0
19890923,6220.0,10.03,19.75,1.37960949139692, 4.52, 15.86,0
19890924,18480.0,5.22,18.17,0.792323720660132, 3.47, 0.14,0
19890925,18460.0,2.62,16.34,0.633386993995039, 2.98, 0.0,0
19890926,11700.0,4.86,17.71,0.6788324687354117, 2.33, 0.0,0
19890927,6230.0,5.22,13.93,0.9000944915476814, 2.08, 5.41,0
19890928,15950.0,6.65,19.33,0.9158644183128886, 2.45, 0.3,0
19890929,16670.000000000004,5.94,19.77,0.7675014216923439, 5.29, 0.06,0
19890930,15960.0,3.79,15.15,0.6926188962846145, 2.15, 0.0,0
19891001,17700.0,3.53,18.36,0.6398422234353479, 1.79, 0.0,0
19891002,17780.0,3.92,18.72,0.7091842430445974, 1.3, 0.0,0
19891003,17520.0,1.95,19.91,0.78341803771588, 2.04, 0.0,0
19891004,8370.0,2.29,14.84,0.781205467592724, 3.55, 4.86,0
19891005,8670.0,-0.97,6.34,0.4947674969282179, 2.81, 3.5,0
19891006,11640.0,-1.8,6.64,0.4727116205404059, 1.85, 0.79,0
19891007,7080.0,-4.28,7.19,0.5223565429658845, 2.28, 0.51,0
19891008,16470.0,-1.64,12.42,0.5215829038812431, 3.07, 0.0,0
19891009,15240.0,-1.48,16.04,0.5436324935501258, 3.8, 0.0,0
19891010,3910.0,5.62,13.18,1.036071128681263, 2.16, 4.46,0
19891011,10920.0,3.82,15.25,0.6638522245024698, 3.98, 0.21999999999999997,0
19891012,15060.0,3.83,17.95,0.8311774654634155, 1.9, 0.0,0
19891013,14790.0,5.41,19.65,1.0261926488973785, 1.79, 0.0,0
19891014,13720.0,6.16,20.21,0.9929503064415945, 3.9, 0.9199999999999999,0
19891015,8189.999999999999,-3.12,7.96,0.46953232407554424, 4.93, 6.959999999999999,0
19891016,14260.0,-5.82,2.44,0.2550950067144599, 3.71, 0.0,0
19891017,13720.0,-5.64,5.89,0.33514998436174515, 2.15, 0.0,0
19891018,9570.0,-2.29,10.95,0.5142837681978567, 4.53, 0.08,0
19891019,11070.0,-2.64,8.31,0.47769510642350116, 3.32, 0.01,0
19891020,13540.0,-3.55,12.61,0.5029428541754236, 2.31, 0.0,0
19891021,7280.0,1.75,12.1,0.6210999956771098, 4.35, 0.06,0
19891022,8460.0,-3.58,5.52,0.4247079762658597, 4.84, 0.10999999999999999,0
19891023,11980.0,-5.19,9.54,0.359399694810043, 2.45, 0.0,0
19891024,12370.0,-0.28,9.64,0.5123780373989917, 3.12, 0.0,0
19891025,9490.0,-1.06,13.0,0.5706754133497783, 5.28, 0.47,0
19891026,8170.0,-3.46,6.97,0.43611981967375874, 2.7, 0.01,0
19891027,6860.0,-2.49,9.49,0.47094299838139825, 4.04, 0.0,0
19891028,11590.0,-3.62,9.64,0.46918024096527233, 2.12, 0.0,0
19891029,11440.0,-2.11,14.59,0.5392373471610833, 2.5, 0.0,0
19891030,7320.0,0.82,9.39,0.7132523958014514, 2.85, 0.14,0
19891031,9560.0,-4.85,3.69,0.30508124054091657, 4.64, 0.18,0
19891101,11420.0,-5.1,4.95,0.34547376572309224, 2.11, 0.0,0
19891102,11100.0,-3.23,10.21,0.49624511233855045, 4.04, 0.0,0
19891103,8870.0,-2.89,6.46,0.4632305082922088, 2.01, 0.0,0
19891104,11030.0,-2.77,5.98,0.37786941741951097, 1.4, 0.0,0
19891105,7100.0,-2.99,2.1,0.3271403127642716, 5.67, 1.61,0
19891106,3670.0,-3.71,-0.38,0.4079309201002591, 2.75, 0.09,0
19891107,5730.0,-4.39,0.67,0.3658414087327859, 2.4, 0.01,0
19891108,9510.0,-9.56,-0.85,0.23153588152496918, 2.77, 0.0,0
19891109,9030.0,-11.33,-1.72,0.19834317012032066, 0.86, 0.0,0
19891110,9390.0,-11.98,-0.04,0.22031951897909643, 2.62, 0.0,0
19891111,7820.0,-10.73,1.2,0.286164562720436, 2.85, 0.0,0
19891112,8610.0,-8.51,0.1,0.301258889912524, 1.31, 0.35,0
19891113,4520.0,-13.23,-5.69,0.19703691541874033, 5.57, 0.8,0
19891114,5740.0,-14.14,-3.8,0.17567889789153823, 2.18, 0.0,0
19891115,6000.0,-13.25,-1.87,0.2257737923532449, 2.27, 0.32,0
19891116,8250.0,-6.07,0.81,0.38430877715852385, 2.77, 0.29,0
19891117,5600.0,-5.92,0.6,0.3749742196166914, 3.84, 0.68,0
19891118,4290.0,-14.58,-5.02,0.2559157688213399, 4.06, 1.2,0
19891119,5450.0,-16.38,-2.88,0.17923793171873698, 3.27, 0.0,0
19891120,8600.0,-14.14,-1.54,0.24091100935123558, 1.9, 0.0,0
19891121,7930.0,-11.99,1.27,0.30652569520634865, 3.51, 0.0,0
19891122,8370.0,-10.31,0.5,0.3361960734629942, 1.42, 0.01,0
19891123,8390.0,-10.42,-0.55,0.29818463252574207, 2.46, 0.01,0
19891124,8070.0,-10.5,1.02,0.3218114611666746, 2.91, 0.0,0
19891125,6130.0,-9.71,0.88,0.34601071962738206, 3.09, 0.0,0
19891126,7140.0,-6.21,-1.12,0.3706683267074087, 2.06, 0.19,0
19891127,5550.0,-13.31,-2.72,0.24188639629812406, 4.71, 0.18,0
19891128,7600.0,-16.69,-8.5,0.16747757791732726, 4.6, 0.0,0
19891129,7220.0,-18.02,-8.22,0.15627820903356393, 4.45, 0.0,0
19891130,6690.0,-16.21,-6.25,0.19638666799726504, 3.45, 0.01,0
19891201,7180.0,-12.9,-0.41,0.2900459200740843, 5.22, 0.0,0
19891202,3410.0,-10.34,-3.64,0.28707364486706316, 3.54, 0.16,0
19891203,4260.0,-11.13,3.58,0.3468175398799049, 5.15, 1.08,0
19891204,4730.0,-15.65,-10.97,0.13194300519222307, 4.88, 0.0,0
19891205,5340.0,-18.65,-11.67,0.1213062797264351, 2.91, 0.0,0
19891206,5690.0,-20.06,-11.22,0.132398992248804, 1.57, 0.0,0
19891207,7260.0,-18.09,-10.27,0.14181944937424712, 2.23, 0.0,0
19891208,6110.0,-20.22,-11.69,0.14463640953320264, 2.7, 0.32,0
19891209,6440.0,-19.29,-8.89,0.16495962628463226, 2.3, 0.01,0
19891210,3660.0,-13.16,-5.1,0.23172391557894764, 3.24, 0.37,0
19891211,7020.0,-17.76,-9.23,0.15827547428662025, 3.85, 0.0,0
19891212,6950.0,-20.66,-11.33,0.12300616294584502, 2.33, 0.0,0
19891213,4690.0,-20.16,-11.4,0.14575223033177043, 1.8, 0.07,0
19891214,6700.0,-20.62,-11.16,0.14978212127666257, 2.27, 0.0,0
19891215,5200.0,-16.71,-6.77,0.18408329555595593, 4.13, 0.01,0
19891216,6460.0,-21.19,-12.19,0.10645632110571988, 2.43, 0.08,0
19891217,7090.0,-23.66,-13.97,0.09184561590722223, 2.14, 0.0,0
19891218,6840.0,-26.67,-17.36,0.07382218705970843, 2.08, 0.0,0
19891219,5730.0,-23.9,-11.24,0.11066237932357528, 2.39, 0.0,0
19891220,6620.0,-22.85,-14.37,0.10815937266540737, 3.19, 0.06,0
19891221,4010.0,-19.82,-15.56,0.13389069173085197, 2.41, 2.17,0
19891222,5630.0,-20.79,-11.62,0.13148842204012612, 2.59, 0.03,0
19891223,6700.0,-21.27,-11.0,0.14687573245672403, 1.48, 0.0,0
19891224,6320.0,-20.01,-10.03,0.17290617974916137, 2.54, 0.0,0
19891225,4100.0,-15.52,-11.46,0.19348416217789574, 3.28, 1.69,0
19891226,6260.0,-18.46,-14.16,0.15325941456314277, 2.69, 0.53,0
19891227,3080.0,-15.91,-13.93,0.17348664388506474, 4.75, 2.2,0
19891228,4510.0,-17.43,-14.34,0.15482787864134687, 2.59, 0.8299999999999998,0
19891229,6010.0,-18.3,-14.86,0.13458421946028387, 1.44, 0.17,0
19891230,5220.0,-19.1,-14.74,0.14352822416757688, 2.07, 0.51,0
19891231,4780.0,-18.56,-14.02,0.14712644737412736, 2.37, 0.4,0
19900101,4580.0,-18.55,-14.73,0.1432829930657746, 2.1, 0.26,0
19900102,4720.0,-21.55,-15.43,0.12505241241001733, 2.13, 0.08,0
19900103,4500.0,-25.04,-16.56,0.09979281185967748, 2.67, 0.02,0
19900104,5550.0,-24.13,-10.76,0.13354512684835404, 2.52, 0.01,0
19900105,5820.0,-20.07,-14.7,0.1356305301994918, 3.68, 0.06,0
19900106,4660.0,-22.07,-14.17,0.12386406439206439, 2.65, 0.01,0
19900107,5820.0,-21.78,-6.47,0.1680417580144211, 3.4, 0.0,0
19900108,6770.0,-13.71,-2.01,0.2916576806366713, 4.2, 0.01,0
19900109,4600.0,-17.89,-12.09,0.1588119117236723, 4.06, 0.03,0
19900110,6080.0,-21.89,-11.62,0.11351522188176377, 2.98, 0.0,0
19900111,6410.0,-22.91,-13.92,0.12386406439206439, 1.59, 0.01,0
19900112,7720.0,-24.45,-15.12,0.10413078135104598, 3.52, 0.0,0
19900113,7230.0,-25.77,-15.87,0.08546805230151922, 2.32, 0.0,0
19900114,7620.0,-23.67,-14.04,0.09733771365178123, 2.56, 0.01,0
19900115,7630.0,-24.76,-15.02,0.09664626171576883, 1.79, 0.01,0
19900116,7640.0,-20.88,-10.46,0.13703691506690105, 2.17, 0.07,0
19900117,5800.0,-19.02,-12.99,0.1577406548002694, 3.34, 1.4,0
19900118,7000.0,-26.29,-13.58,0.12109527802188294, 4.06, 0.39,0
19900119,5980.0,-28.77,-17.55,0.07011833283103312, 3.2, 0.0,0
19900120,6580.0,-28.69,-18.72,0.07161889010970489, 3.01, 0.01,0
19900121,8050.000000000001,-28.69,-19.77,0.06609016001436444, 3.08, 0.02,0
19900122,7660.0,-30.7,-21.74,0.050799317161141805, 2.69, 0.0,0
19900123,8029.999999999999,-31.55,-21.96,0.049602571106061234, 2.81, 0.01,0
19900124,7660.0,-34.34,-24.69,0.04110358742206949, 3.2, 0.0,0
19900125,7820.0,-35.46,-24.24,0.03861455368592545, 3.09, 0.0,0
19900126,8620.0,-33.54,-20.81,0.05207140151275289, 2.46, 0.0,0
19900127,9230.0,-29.98,-18.82,0.06858266203520985, 1.8, 0.0,0
19900128,8510.0,-27.4,-16.51,0.0806548692530681, 2.84, 0.0,0
19900129,9240.0,-29.84,-18.9,0.06186542370267298, 2.97, 0.0,0
19900130,9560.0,-31.93,-19.25,0.05909285962753759, 2.89, 0.0,0
19900131,9820.0,-29.94,-15.13,0.07678429314832716, 2.95, 0.0,0
19900201,9400.0,-25.66,-11.14,0.11471482420132775, 3.12, 0.0,0
19900202,7720.0,-18.51,-10.84,0.17060160997089735, 3.91, 0.3,0
19900203,9570.0,-25.68,-12.81,0.11272173336622955, 2.71, 0.0,0
19900204,10580.0,-21.41,-7.24,0.15351983602584796, 3.19, 0.0,0
19900205,9930.0,-19.82,-5.31,0.21888501092942497, 2.81, 0.07,0
19900206,10610.0,-18.33,-8.65,0.1750918939513869, 4.03, 0.06,0
19900207,10510.0,-19.39,-6.44,0.15867765044825807, 1.49, 0.0,0
19900208,10620.0,-19.36,-6.34,0.17597305760984777, 2.35, 0.02,0
19900209,9880.0,-14.06,-5.52,0.2534605055996929, 1.7, 0.20999999999999996,0
19900210,5710.0,-9.71,0.02,0.3706683267074087, 2.81, 1.83,0
19900211,8860.0,-12.34,-7.61,0.24542695983210272, 4.22, 0.74,0
19900212,10800.0,-19.61,-9.66,0.15934997137994855, 3.66, 0.01,0
19900213,11690.0,-19.18,-7.59,0.16151851789974847, 1.7, 0.01,0
19900214,11610.0,-19.64,-5.72,0.18608485466536154, 1.28, 0.09,0
19900215,9780.0,-11.62,-0.88,0.3369825421222421, 1.16, 0.99,0
19900216,12180.0,-10.04,0.26,0.354428791804134, 1.83, 0.13,0
19900217,12120.0,-12.05,-3.01,0.28912847344587017, 2.65, 0.07,0
19900218,10690.0,-12.29,0.99,0.3585669380470309, 3.99, 0.55,0
19900219,11110.0,-4.5,0.49,0.4885310078436315, 2.84, 3.09,0
